,code,name,stock,price,images,categories,pk,whitePrice,redPrice,articles,markers,visible,concept,numbersOfPieces,defaultArticle,sale,variantSizes,swatches,articleCodes,ticket,searchEngineProductId,dummy,linkPdp,categoryName,rgbColors,articleColorNames,ecoTaxValue,swatchesTotal,showPriceMarker,redirectToPdp,mainCategoryCode,comingSoon,brandName,galleryImages,allArticleCodes,allArticleImages,allArticleBaseImages
0,0714032_group_043,Skinny Fit Suit Pants,{'stockLevel': 1},"{'currencyIso': 'USD', 'value': 14.99, 'priceType': 'BUY', 'formattedValue': '$ 14.99', 'type': 'RED'}","[{'url': 'https://lp2.hm.com/hmgoepprod?set=source[/16/aa/16aa0516dca056c2abd17a08b2a608eb68904b93.jpg],origin[dam],category[men_trousers_trousers_skinny_all],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]', 'baseUrl': 'https://image.hm.com/assets/hm/16/aa/16aa0516dca056c2abd17a08b2a608eb68904b93.jpg'}]",[],9408715456513,"{'currencyIso': 'USD', 'value': 39.99, 'priceType': 'BUY', 'formattedValue': '$ 39.99', 'type': 'WHITE'}","{'currencyIso': 'USD', 'value': 14.99, 'priceType': 'BUY', 'formattedValue': '$ 14.99', 'type': 'RED'}","[{'code': '0714032043', 'name': 'Skinny Fit Suit Pants', 'images': [{'url': 'https://lp2.hm.com/hmgoepprod?set=source[/16/aa/16aa0516dca056c2abd17a08b2a608eb68904b93.jpg],origin[dam],category[men_trousers_trousers_skinny_all],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]', 'baseUrl': 'https://image.hm.com/assets/hm/16/aa/16aa0516dca056c2abd17a08b2a608eb68904b93.jpg'}], 'pk': '9384447868929', 'whitePrice': {'currencyIso': 'USD', 'value': 39.99, 'priceType': 'BUY', 'formattedValue': '$ 39.99', 'type': 'WHITE'}, 'redPrice': {'currencyIso': 'USD', 'value': 14.99, 'priceType': 'BUY', 'formattedValue': '$ 14.99', 'type': 'RED'}, 'logoPicture': [{'url': 'https://lp2.hm.com/hmgoepprod?set=source[/16/aa/16aa0516dca056c2abd17a08b2a608eb68904b93.jpg],origin[dam],category[men_trousers_trousers_skinny_all],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/main]', 'baseUrl': 'https://image.hm.com/assets/hm/16/aa/16aa0516dca056c2abd17a08b2a608eb68904b93.jpg'}], 'normalPicture': [{'url': 'https://lp2.hm.com/hmgoepprod?set=source[/16/aa/16aa0516dca056c2abd17a08b2a608eb68904b93.jpg],origin[dam],category[men_trousers_trousers_skinny_all],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/main]', 'baseUrl': 'https://image.hm.com/assets/hm/16/aa/16aa0516dca056c2abd17a08b2a608eb68904b93.jpg'}], 'markers': [{'text': 'H&M Premium Selection', 'type': 'QUALITY'}], 'visible': False, 'numbersOfPieces': 0, 'ticket': 'Oy9wbHAvcHJvZHVjdC1saXN0LXdpdGgtY291bnQvcHJvZHVjdC1saXN0OyM7cHJvZHVjdF9rZXk7MDcxNDAzMl9ncm91cF8wNDNfZW5fdXM7MDcxNDAzMjA0M19lbl91cztPQkpFQ1RJVkUkO05PTkU6Tk9ORTs4Mjs', 'dummy': False, 'ecoTaxValue': 0.0, 'redirectToPdp': False, 'comingSoon': False, 'color': {'code': '0000FF', 'text': 'Dark blue', 'filterName': 'Blue_0000FF', 'hybrisCode': '76'}, 'rgbColor': '#454553', 'genArticle': '714032043238', 'percentageDiscount': '-63%', 'turnToSku': '0714032043001'}]","[{'text': 'H&M Premium Selection', 'type': 'QUALITY'}]",False,['H&M MAN'],0,"{'code': '0714032043', 'name': 'Skinny Fit Suit Pants', 'images': [{'url': 'https://lp2.hm.com/hmgoepprod?set=source[/16/aa/16aa0516dca056c2abd17a08b2a608eb68904b93.jpg],origin[dam],category[men_trousers_trousers_skinny_all],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]', 'baseUrl': 'https://image.hm.com/assets/hm/16/aa/16aa0516dca056c2abd17a08b2a608eb68904b93.jpg'}], 'pk': '9384447868929', 'whitePrice': {'currencyIso': 'USD', 'value': 39.99, 'priceType': 'BUY', 'formattedValue': '$ 39.99', 'type': 'WHITE'}, 'redPrice': {'currencyIso': 'USD', 'value': 14.99, 'priceType': 'BUY', 'formattedValue': '$ 14.99', 'type': 'RED'}, 'logoPicture': [{'url': 'https://lp2.hm.com/hmgoepprod?set=source[/16/aa/16aa0516dca056c2abd17a08b2a608eb68904b93.jpg],origin[dam],category[men_trousers_trousers_skinny_all],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/main]', 'baseUrl': 'https://image.hm.com/assets/hm/16/aa/16aa0516dca056c2abd17a08b2a608eb68904b93.jpg'}], 'normalPicture': [{'url': 'https://lp2.hm.com/hmgoepprod?set=source[/16/aa/16aa0516dca056c2abd17a08b2a608eb68904b93.jpg],origin[dam],category[men_trousers_trousers_skinny_all],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/main]', 'baseUrl': 'https://image.hm.com/assets/hm/16/aa/16aa0516dca056c2abd17a08b2a608eb68904b93.jpg'}], 'markers': [{'text': 'H&M Premium Selection', 'type': 'QUALITY'}], 'visible': False, 'numbersOfPieces': 0, 'ticket': 'Oy9wbHAvcHJvZHVjdC1saXN0LXdpdGgtY291bnQvcHJvZHVjdC1saXN0OyM7cHJvZHVjdF9rZXk7MDcxNDAzMl9ncm91cF8wNDNfZW5fdXM7MDcxNDAzMjA0M19lbl91cztPQkpFQ1RJVkUkO05PTkU6Tk9ORTs4Mjs', 'dummy': False, 'ecoTaxValue': 0.0, 'redirectToPdp': False, 'comingSoon': False, 'color': {'code': '0000FF', 'text': 'Dark blue', 'filterName': 'Blue_0000FF', 'hybrisCode': '76'}, 'rgbColor': '#454553', 'genArticle': '714032043238', 'percentageDiscount': '-63%', 'turnToSku': '0714032043001'}",True,"[{'orderFilter': 2098, 'filterCode': '40R'}, {'orderFilter': 2101, 'filterCode': '46R'}, {'orderFilter': 2099, 'filterCode': '42R'}, {'orderFilter': 2092, 'filterCode': '30R'}, {'orderFilter': 2100, 'filterCode': '44R'}, {'orderFilter': 2093, 'filterCode': '32R'}, {'orderFilter': 2096, 'filterCode': '36R'}, {'orderFilter': 2094, 'filterCode': '33R'}, {'orderFilter': 2095, 'filterCode': '34R'}, {'orderFilter': 2097, 'filterCode': '38R'}]",[],"['0714032043', '0714032037', '0714032038', '0714032047']",Oy9wbHAvcHJvZHVjdC1saXN0LXdpdGgtY291bnQvcHJvZHVjdC1saXN0OyM7cHJvZHVjdF9rZXk7MDcxNDAzMl9ncm91cF8wNDNfZW5fdXM7MDcxNDAzMjA0M19lbl91cztPQkpFQ1RJVkUkO05PTkU6Tk9ORTs4Mjs,0714032_group_043_en_us,False,/en_us/productpage.0714032043.html,Men,"['#454553', '#343649', '#272628', '#330F1A']","['Dark blue', 'Dark blue', 'Black', 'Burgundy', 'dc', 'dc', 'dc']",0.0,7,False,False,men_blazerssuits_trousers,False,H&M,"[{'url': 'https://lp2.hm.com/hmgoepprod?set=source[/11/de/11de560ada1b476150857c074cc08a34289c1420.jpg],origin[dam],category[men_trousers_trousers_skinny_all],type[DESCRIPTIVEDETAIL],res[m],hmver[2]&call=url[file:/product/main]', 'baseUrl': 'https://image.hm.com/assets/hm/11/de/11de560ada1b476150857c074cc08a34289c1420.jpg'}]","['0714032043', '0714032037', '0714032038', '0714032047', '0714032048', '0714032049', '0714032051']","['https://lp2.hm.com/hmgoepprod?set=source[/16/aa/16aa0516dca056c2abd17a08b2a608eb68904b93.jpg],origin[dam],category[men_trousers_trousers_skinny_all],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/main]', 'https://lp2.hm.com/hmgoepprod?set=source[/8f/85/8f85540515140c3d2f464ce78d77a9bfe163472b.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/main]', 'https://lp2.hm.com/hmgoepprod?set=source[/30/f6/30f6c2484e78b9e4d823fe5a66edaaaa215e7ad9.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/main]', 'https://lp2.hm.com/hmgoepprod?set=source[/06/51/06515a5d801e8b7340196d68442589674acc26f1.jpg],origin[dam],category[men_trousers_trousers_skinny_all],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/main]', 'https://lp2.hm.com/hmgoepprod?set=source[/63/b4/63b40ee7b2e4a89284276d0e1fa652de8fa558a1.jpg],origin[dam],category[men_trousers_trousers_skinny_all],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/main]', 'https://lp2.hm.com/hmgoepprod?set=source[/4e/ea/4eea0d4d208571c3b888fd26e8e1f921cf21d3fa.jpg],origin[dam],category[men_blazerssuits_trousers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/main]', 'https://lp2.hm.com/hmgoepprod?set=source[/43/18/431885ab9a012851538806c91e99c4b45869b821.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/main]']","['https://image.hm.com/assets/hm/16/aa/16aa0516dca056c2abd17a08b2a608eb68904b93.jpg', 'https://image.hm.com/assets/hm/8f/85/8f85540515140c3d2f464ce78d77a9bfe163472b.jpg', 'https://image.hm.com/assets/hm/30/f6/30f6c2484e78b9e4d823fe5a66edaaaa215e7ad9.jpg', 'https://image.hm.com/assets/hm/06/51/06515a5d801e8b7340196d68442589674acc26f1.jpg', 'https://image.hm.com/assets/hm/63/b4/63b40ee7b2e4a89284276d0e1fa652de8fa558a1.jpg', 'https://image.hm.com/assets/hm/4e/ea/4eea0d4d208571c3b888fd26e8e1f921cf21d3fa.jpg', 'https://image.hm.com/assets/hm/43/18/431885ab9a012851538806c91e99c4b45869b821.jpg']"
1,0875217_group_043,Overshirt,{'stockLevel': 1},"{'currencyIso': 'USD', 'value': 17.99, 'priceType': 'BUY', 'formattedValue': '$ 17.99', 'type': 'RED'}","[{'url': 'https://lp2.hm.com/hmgoepprod?set=source[/7e/dd/7eddd2915739c10b4ec1b19e940dc03075058283.jpg],origin[dam],category[men_jacketscoats_shirtjackets],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]', 'baseUrl': 'https://image.hm.com/assets/hm/7e/dd/7eddd2915739c10b4ec1b19e940dc03075058283.jpg'}]",[],9497021513729,"{'currencyIso': 'USD', 'value': 39.99, 'priceType': 'BUY', 'formattedValue': '$ 39.99', 'type': 'WHITE'}","{'currencyIso': 'USD', 'value': 17.99, 'priceType': 'BUY', 'formattedValue': '$ 17.99', 'type': 'RED'}","[{'code': '0875217043', 'name': 'Overshirt', 'images': [{'url': 'https://lp2.hm.com/hmgoepprod?set=source[/7e/dd/7eddd2915739c10b4ec1b19e940dc03075058283.jpg],origin[dam],category[men_jacketscoats_shirtjackets],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]', 'baseUrl': 'https://image.hm.com/assets/hm/7e/dd/7eddd2915739c10b4ec1b19e940dc03075058283.jpg'}], 'pk': '9454016102401', 'whitePrice': {'currencyIso': 'USD', 'value': 39.99, 'priceType': 'BUY', 'formattedValue': '$ 39.99', 'type': 'WHITE'}, 'redPrice': {'currencyIso': 'USD', 'value': 17.99, 'priceType': 'BUY', 'formattedValue': '$ 17.99', 'type': 'RED'}, 'logoPicture': [{'url': 'https://lp2.hm.com/hmgoepprod?set=source[/7e/dd/7eddd2915739c10b4ec1b19e940dc03075058283.jpg],origin[dam],category[men_jacketscoats_shirtjackets],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/main]', 'baseUrl': 'https://image.hm.com/assets/hm/7e/dd/7eddd2915739c10b4ec1b19e940dc03075058283.jpg'}], 'normalPicture': [{'url': 'https://lp2.hm.com/hmgoepprod?set=source[/7e/dd/7eddd2915739c10b4ec1b19e940dc03075058283.jpg],origin[dam],category[men_jacketscoats_shirtjackets],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/main]', 'baseUrl': 'https://image.hm.com/assets/hm/7e/dd/7eddd2915739c10b4ec1b19e940dc03075058283.jpg'}], 'visible': False, 'numbersOfPieces': 0, 'ticket': 'Oy9wbHAvcHJvZHVjdC1saXN0LXdpdGgtY291bnQvcHJvZHVjdC1saXN0OyM7cHJvZHVjdF9rZXk7MDg3NTIxN19ncm91cF8wNDNfZW5fdXM7MDg3NTIxNzA0M19lbl91cztPQkpFQ1RJVkUkO05PTkU6Tk9ORTs4Mjs', 'dummy': False, 'ecoTaxValue': 0.0, 'redirectToPdp': False, 'comingSoon': False, 'color': {'code': '000000', 'text': 'Black/plaid', 'filterName': 'Black_000000,Multi_000000', 'hybrisCode': '09'}, 'rgbColor': '#33363A', 'genArticle': '875217043238', 'percentageDiscount': '-55%', 'turnToSku': '0875217043001'}]",,False,['H&M MAN'],0,"{'code': '0875217043', 'name': 'Overshirt', 'images': [{'url': 'https://lp2.hm.com/hmgoepprod?set=source[/7e/dd/7eddd2915739c10b4ec1b19e940dc03075058283.jpg],origin[dam],category[men_jacketscoats_shirtjackets],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]', 'baseUrl': 'https://image.hm.com/assets/hm/7e/dd/7eddd2915739c10b4ec1b19e940dc03075058283.jpg'}], 'pk': '9454016102401', 'whitePrice': {'currencyIso': 'USD', 'value': 39.99, 'priceType': 'BUY', 'formattedValue': '$ 39.99', 'type': 'WHITE'}, 'redPrice': {'currencyIso': 'USD', 'value': 17.99, 'priceType': 'BUY', 'formattedValue': '$ 17.99', 'type': 'RED'}, 'logoPicture': [{'url': 'https://lp2.hm.com/hmgoepprod?set=source[/7e/dd/7eddd2915739c10b4ec1b19e940dc03075058283.jpg],origin[dam],category[men_jacketscoats_shirtjackets],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/main]', 'baseUrl': 'https://image.hm.com/assets/hm/7e/dd/7eddd2915739c10b4ec1b19e940dc03075058283.jpg'}], 'normalPicture': [{'url': 'https://lp2.hm.com/hmgoepprod?set=source[/7e/dd/7eddd2915739c10b4ec1b19e940dc03075058283.jpg],origin[dam],category[men_jacketscoats_shirtjackets],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/main]', 'baseUrl': 'https://image.hm.com/assets/hm/7e/dd/7eddd2915739c10b4ec1b19e940dc03075058283.jpg'}], 'visible': False, 'numbersOfPieces': 0, 'ticket': 'Oy9wbHAvcHJvZHVjdC1saXN0LXdpdGgtY291bnQvcHJvZHVjdC1saXN0OyM7cHJvZHVjdF9rZXk7MDg3NTIxN19ncm91cF8wNDNfZW5fdXM7MDg3NTIxNzA0M19lbl91cztPQkpFQ1RJVkUkO05PTkU6Tk9ORTs4Mjs', 'dummy': False, 'ecoTaxValue': 0.0, 'redirectToPdp': False, 'comingSoon': False, 'color': {'code': '000000', 'text': 'Black/plaid', 'filterName': 'Black_000000,Multi_000000', 'hybrisCode': '09'}, 'rgbColor': '#33363A', 'genArticle': '875217043238', 'percentageDiscount': '-55%', 'turnToSku': '0875217043001'}",True,"[{'orderFilter': 369, 'filterCode': 'M'}, {'orderFilter': 370, 'filterCode': 'L'}, {'orderFilter': 363, 'filterCode': 'XS'}, {'orderFilter': 381, 'filterCode': '3XL'}, {'orderFilter': 372, 'filterCode': 'XL'}, {'orderFilter': 366, 'filterCode': 'S'}]",[],['0875217043'],Oy9wbHAvcHJvZHVjdC1saXN0LXdpdGgtY291bnQvcHJvZHVjdC1saXN0OyM7cHJvZHVjdF9rZXk7MDg3NTIxN19ncm91cF8wNDNfZW5fdXM7MDg3NTIxNzA0M19lbl91cztPQkpFQ1RJVkUkO05PTkU6Tk9ORTs4Mjs,0875217_group_043_en_us,False,/en_us/productpage.0875217043.html,Men,['#33363A'],['Black/plaid'],0.0,1,False,False,men_jacketscoats_shirtjackets,False,H&M,"[{'url': 'https://lp2.hm.com/hmgoepprod?set=source[/4b/d9/4bd948f944ef49d8a35a49b6a75a5fd70ef7d913.jpg],origin[dam],category[men_jacketscoats_shirtjackets],type[DESCRIPTIVEDETAIL],res[m],hmver[2]&call=url[file:/product/main]', 'baseUrl': 'https://image.hm.com/assets/hm/4b/d9/4bd948f944ef49d8a35a49b6a75a5fd70ef7d913.jpg'}]",['0875217043'],"['https://lp2.hm.com/hmgoepprod?set=source[/7e/dd/7eddd2915739c10b4ec1b19e940dc03075058283.jpg],origin[dam],category[men_jacketscoats_shirtjackets],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/main]']",['https://image.hm.com/assets/hm/7e/dd/7eddd2915739c10b4ec1b19e940dc03075058283.jpg']
2,0713995_group_050,Skinny Fit Single-Breasted Jacket,{'stockLevel': 1},"{'currencyIso': 'USD', 'value': 29.99, 'priceType': 'BUY', 'formattedValue': '$ 29.99', 'type': 'RED'}","[{'url': 'https://lp2.hm.com/hmgoepprod?set=source[/6d/ad/6dad45119c18fe17de296ee2e2d986fc269f4ced.jpg],origin[dam],category[men_blazerssuits_blazers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]', 'baseUrl': 'https://image.hm.com/assets/hm/6d/ad/6dad45119c18fe17de296ee2e2d986fc269f4ced.jpg'}]",[],9408505217025,"{'currencyIso': 'USD', 'value': 74.99, 'priceType': 'BUY', 'formattedValue': '$ 74.99', 'type': 'WHITE'}","{'currencyIso': 'USD', 'value': 29.99, 'priceType': 'BUY', 'formattedValue': '$ 29.99', 'type': 'RED'}","[{'code': '0713995050', 'name': 'Skinny Fit Single-Breasted Jacket', 'images': [{'url': 'https://lp2.hm.com/hmgoepprod?set=source[/6d/ad/6dad45119c18fe17de296ee2e2d986fc269f4ced.jpg],origin[dam],category[men_blazerssuits_blazers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]', 'baseUrl': 'https://image.hm.com/assets/hm/6d/ad/6dad45119c18fe17de296ee2e2d986fc269f4ced.jpg'}], 'pk': '9384461926401', 'whitePrice': {'currencyIso': 'USD', 'value': 74.99, 'priceType': 'BUY', 'formattedValue': '$ 74.99', 'type': 'WHITE'}, 'redPrice': {'currencyIso': 'USD', 'value': 29.99, 'priceType': 'BUY', 'formattedValue': '$ 29.99', 'type': 'RED'}, 'logoPicture': [{'url': 'https://lp2.hm.com/hmgoepprod?set=source[/6d/ad/6dad45119c18fe17de296ee2e2d986fc269f4ced.jpg],origin[dam],category[men_blazerssuits_blazers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/main]', 'baseUrl': 'https://image.hm.com/assets/hm/6d/ad/6dad45119c18fe17de296ee2e2d986fc269f4ced.jpg'}], 'normalPicture': [{'url': 'https://lp2.hm.com/hmgoepprod?set=source[/6d/ad/6dad45119c18fe17de296ee2e2d986fc269f4ced.jpg],origin[dam],category[men_blazerssuits_blazers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/main]', 'baseUrl': 'https://image.hm.com/assets/hm/6d/ad/6dad45119c18fe17de296ee2e2d986fc269f4ced.jpg'}], 'visible': False, 'numbersOfPieces': 0, 'ticket': 'Oy9wbHAvcHJvZHVjdC1saXN0LXdpdGgtY291bnQvcHJvZHVjdC1saXN0OyM7cHJvZHVjdF9rZXk7MDcxMzk5NV9ncm91cF8wNTBfZW5fdXM7MDcxMzk5NTA1MF9lbl91cztPQkpFQ1RJVkUkO05PTkU6Tk9ORTs4Mjs', 'dummy': False, 'ecoTaxValue': 0.0, 'redirectToPdp': False, 'comingSoon': False, 'color': {'code': '0000FF', 'text': 'Dark blue', 'filterName': 'Blue_0000FF', 'hybrisCode': '76'}, 'rgbColor': '#454553', 'genArticle': '713995050238', 'percentageDiscount': '-60%', 'turnToSku': '0713995050002'}]",,False,['H&M MAN'],0,"{'code': '0713995050', 'name': 'Skinny Fit Single-Breasted Jacket', 'images': [{'url': 'https://lp2.hm.com/hmgoepprod?set=source[/6d/ad/6dad45119c18fe17de296ee2e2d986fc269f4ced.jpg],origin[dam],category[men_blazerssuits_blazers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]', 'baseUrl': 'https://image.hm.com/assets/hm/6d/ad/6dad45119c18fe17de296ee2e2d986fc269f4ced.jpg'}], 'pk': '9384461926401', 'whitePrice': {'currencyIso': 'USD', 'value': 74.99, 'priceType': 'BUY', 'formattedValue': '$ 74.99', 'type': 'WHITE'}, 'redPrice': {'currencyIso': 'USD', 'value': 29.99, 'priceType': 'BUY', 'formattedValue': '$ 29.99', 'type': 'RED'}, 'logoPicture': [{'url': 'https://lp2.hm.com/hmgoepprod?set=source[/6d/ad/6dad45119c18fe17de296ee2e2d986fc269f4ced.jpg],origin[dam],category[men_blazerssuits_blazers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/main]', 'baseUrl': 'https://image.hm.com/assets/hm/6d/ad/6dad45119c18fe17de296ee2e2d986fc269f4ced.jpg'}], 'normalPicture': [{'url': 'https://lp2.hm.com/hmgoepprod?set=source[/6d/ad/6dad45119c18fe17de296ee2e2d986fc269f4ced.jpg],origin[dam],category[men_blazerssuits_blazers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/main]', 'baseUrl': 'https://image.hm.com/assets/hm/6d/ad/6dad45119c18fe17de296ee2e2d986fc269f4ced.jpg'}], 'visible': False, 'numbersOfPieces': 0, 'ticket': 'Oy9wbHAvcHJvZHVjdC1saXN0LXdpdGgtY291bnQvcHJvZHVjdC1saXN0OyM7cHJvZHVjdF9rZXk7MDcxMzk5NV9ncm91cF8wNTBfZW5fdXM7MDcxMzk5NTA1MF9lbl91cztPQkpFQ1RJVkUkO05PTkU6Tk9ORTs4Mjs', 'dummy': False, 'ecoTaxValue': 0.0, 'redirectToPdp': False, 'comingSoon': False, 'color': {'code': '0000FF', 'text': 'Dark blue', 'filterName': 'Blue_0000FF', 'hybrisCode': '76'}, 'rgbColor': '#454553', 'genArticle': '713995050238', 'percentageDiscount': '-60%', 'turnToSku': '0713995050002'}",True,"[{'orderFilter': 2096, 'filterCode': '36R'}, {'orderFilter': 2099, 'filterCode': '42R'}, {'orderFilter': 2100, 'filterCode': '44R'}, {'orderFilter': 2098, 'filterCode': '40R'}, {'orderFilter': 2097, 'filterCode': '38R'}]",[],"['0713995050', '0713995043', '0713995046', '0713995055']",Oy9wbHAvcHJvZHVjdC1saXN0LXdpdGgtY291bnQvcHJvZHVjdC1saXN0OyM7cHJvZHVjdF9rZXk7MDcxMzk5NV9ncm91cF8wNTBfZW5fdXM7MDcxMzk5NTA1MF9lbl91cztPQkpFQ1RJVkUkO05PTkU6Tk9ORTs4Mjs,0713995_group_050_en_us,False,/en_us/productpage.0713995050.html,Men,"['#454553', '#272628', '#343649', '#62615E']","['Dark blue', 'Black', 'Dark blue', 'Dark gray', 'dc', 'dc']",0.0,6,False,False,men_blazerssuits_blazers,False,H&M,"[{'url': 'https://lp2.hm.com/hmgoepprod?set=source[/04/49/04497c879e581e6415242da4b423e258ff36e021.jpg],origin[dam],category[men_blazerssuits_blazers],type[DESCRIPTIVEDETAIL],res[m],hmver[2]&call=url[file:/product/main]', 'baseUrl': 'https://image.hm.com/assets/hm/8e/cb/8ecb81418776a4faf9e295c4f6d9a4bdcdfe1ec4.jpg'}, {'url': 'https://lp2.hm.com/hmgoepprod?set=source[/8e/cb/8ecb81418776a4faf9e295c4f6d9a4bdcdfe1ec4.jpg],origin[dam],category[men_blazerssuits_blazers],type[DESCRIPTIVEDETAIL],res[m],hmver[2]&call=url[file:/product/main]', 'baseUrl': 'https://image.hm.com/assets/hm/04/49/04497c879e581e6415242da4b423e258ff36e021.jpg'}]","['0713995050', '0713995043', '0713995046', '0713995055', '0713995058', '0713995061']","['https://lp2.hm.com/hmgoepprod?set=source[/6d/ad/6dad45119c18fe17de296ee2e2d986fc269f4ced.jpg],origin[dam],category[men_blazerssuits_blazers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/main]', 'https://lp2.hm.com/hmgoepprod?set=source[/39/78/3978cc07b97de4029def49a2898ad9a9c82a07a1.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/main]', 'https://lp2.hm.com/hmgoepprod?set=source[/3d/10/3d106503248abe68a48c5e4401629979bb9c6f77.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/main]', 'https://lp2.hm.com/hmgoepprod?set=source[/0b/75/0b75be81b76abeccfbeca7556146e55a9d4e3df7.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/main]', 'https://lp2.hm.com/hmgoepprod?set=source[/52/a2/52a2a4fcef5939d578348722b3e962fd7e72de9c.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/main]', 'https://lp2.hm.com/hmgoepprod?set=source[/c9/fc/c9fc1b7e0a2badee838d29f655d6f02e9648b4fa.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/main]']","['https://image.hm.com/assets/hm/6d/ad/6dad45119c18fe17de296ee2e2d986fc269f4ced.jpg', 'https://image.hm.com/assets/hm/39/78/3978cc07b97de4029def49a2898ad9a9c82a07a1.jpg', 'https://image.hm.com/assets/hm/3d/10/3d106503248abe68a48c5e4401629979bb9c6f77.jpg', 'https://image.hm.com/assets/hm/0b/75/0b75be81b76abeccfbeca7556146e55a9d4e3df7.jpg', 'https://image.hm.com/assets/hm/52/a2/52a2a4fcef5939d578348722b3e962fd7e72de9c.jpg', 'https://image.hm.com/assets/hm/c9/fc/c9fc1b7e0a2badee838d29f655d6f02e9648b4fa.jpg']"
