,id,original_title,title,popularity,release_date,vote_average,vote_count
3715,110415,Snowpiercer,Snowpiercer,57.598,2013-08-01,6.906,9519
3716,17445,Green Lantern: First Flight,Green Lantern: First Flight,17.648,2009-07-28,6.9,436
3717,12763,Take the Lead,Take the Lead,17.904,2006-03-17,6.9,691
3718,512200,Jumanji: The Next Level,Jumanji: The Next Level,77.567,2019-12-04,6.9,8642
3719,21588,DellaMorte DellAmore,Cemetery Man,17.191,1994-03-25,6.9,509
3720,11076,Fly Away Home,Fly Away Home,21.11,1996-09-13,6.9,457
3721,2259,The House of the Spirits,The House of the Spirits,19.3,1993-10-21,6.9,682
3722,1890,Children of a Lesser God,Children of a Lesser God,18.472,1986-09-13,6.905,315
3723,308,Broken Flowers,Broken Flowers,14.663,2005-07-31,6.906,1327
3724,423646,Aus dem Nichts,In the Fade,11.287,2017-11-23,6.9,808
3725,113947,The Sessions,The Sessions,18.281,2012-05-02,6.904,552
3726,68726,Pacific Rim,Pacific Rim,60.996,2013-07-11,6.904,12408
3727,51162,Winnie the Pooh,Winnie the Pooh,24.145,2011-04-06,6.9,867
3728,500860,The Mustang,The Mustang,15.413,2019-03-15,6.9,388
3729,11561,Sleeper,Sleeper,13.653,1973-12-17,6.9,776
3730,9362,Tremors,Tremors,29.206,1990-01-19,6.9,3241
3731,6418,Hotel Chevalier,Hotel Chevalier,10.501,2007-10-26,6.903,839
3732,778,Les vacances de Monsieur Hulot,Monsieur Hulot's Holiday,16.108,1953-02-25,6.9,458
3733,470229,Summer of 84,Summer of 84,52.912,2018-08-10,6.9,1300
3734,291984,The Death & Life of John F. Donovan,The Death & Life of John F. Donovan,13.18,2019-03-13,6.9,689
3735,79108,Starbuck,Starbuck,9.897,2011-07-27,6.902,429
3736,35854,導火線,Flash Point,22.475,2007-07-26,6.9,320
3737,6471,The Jerk,The Jerk,12.988,1979-12-14,6.9,809
3738,310593,Youth,Youth,16.94,2015-05-20,6.9,2032
3739,14746,Streets of Fire,Streets of Fire,18.24,1984-06-01,6.9,493
3740,9300,Orlando,Orlando,15.273,1992-12-11,6.9,323
3741,2322,Sneakers,Sneakers,44.89,1992-09-09,6.9,896
3742,820525,After Everything,After Everything,84.969,2023-09-13,6.9,859
3743,454652,Colette,Colette,11.91,2018-09-21,6.9,894
3744,400136,バイオハザード ヴェンデッタ,Resident Evil: Vendetta,24.715,2017-05-27,6.9,976
3745,153158,Metegol,Underdogs,32.757,2013-07-18,6.9,492
3746,17965,The Abominable Dr. Phibes,The Abominable Dr. Phibes,12.819,1971-05-18,6.9,309
3747,833425,No Exit,No Exit,25.468,2022-02-24,6.9,1139
3748,437109,악녀,The Villainess,26.51,2017-06-08,6.9,686
3749,436270,Black Adam,Black Adam,81.999,2022-10-19,6.9,6297
3750,91010,Game Change,Game Change,13.241,2012-02-28,6.899,313
3751,14310,無間道III: 終極無間,Infernal Affairs III,15.048,2003-12-12,6.9,319
3752,13939,Death Wish,Death Wish,19.504,1974-07-24,6.9,838
3753,746131,Les Olympiades,"Paris, 13th District",17.924,2021-11-03,6.9,324
3754,605886,To Catch a Killer,To Catch a Killer,32.148,2023-04-06,6.898,1051
3755,541134,The Good Nurse,The Good Nurse,17.84,2022-10-19,6.9,1229
3756,131634,The Hunger Games: Mockingjay - Part 2,The Hunger Games: Mockingjay - Part 2,53.764,2015-11-18,6.9,12495
3757,16270,Career Opportunities,Career Opportunities,30.321,1991-03-29,6.9,648
3758,2196,Death at a Funeral,Death at a Funeral,18.17,2007-08-17,6.9,1722
3759,929590,Civil War,Civil War,179.812,2024-04-10,6.898,2910
3760,537055,Wonder Woman: Bloodlines,Wonder Woman: Bloodlines,18.847,2019-10-04,6.9,472
3761,170657,西游·降魔篇,Journey to the West: Conquering the Demons,20.477,2013-02-07,6.897,370
3762,17578,The Adventures of Tintin,The Adventures of Tintin,42.018,2011-10-24,6.897,5367
3763,12187,Heart and Souls,Heart and Souls,24.567,1993-08-13,6.897,383
3764,9692,The Woodsman,The Woodsman,11.781,2004-12-24,6.9,476
3765,4193,Evil Under the Sun,Evil Under the Sun,18.938,1982-03-05,6.9,430
3766,1987,Benny's Video,Benny's Video,14.928,1992-10-20,6.897,345
3767,1139566,A través de mi ventana 3: A través de tu mirada,Through My Window 3: Looking at You,112.972,2024-02-23,6.9,549
3768,22494,Frequently Asked Questions About Time Travel,Frequently Asked Questions About Time Travel,17.056,2009-04-24,6.9,590
3769,19494,Nine to Five,Nine to Five,17.887,1980-12-18,6.9,486
3770,1371,Rocky III,Rocky III,39.37,1982-05-28,6.896,4101
3771,727745,The Kissing Booth 3,The Kissing Booth 3,41.764,2021-08-11,6.895,1890
3772,531876,The Outpost,The Outpost,20.8,2020-06-24,6.9,1036
3773,425134,How to Be a Latin Lover,How to Be a Latin Lover,25.157,2017-03-06,6.9,616
3774,390043,The Hitman's Bodyguard,The Hitman's Bodyguard,34.47,2017-08-16,6.895,6168
3775,11393,The Natural,The Natural,18.429,1984-05-11,6.895,587
3776,2295,Clerks II,Clerks II,15.763,2006-07-21,6.9,1328
3777,1770,Michael Collins,Michael Collins,17.028,1996-10-25,6.9,467
3778,587301,La Vie scolaire,School Life,15.507,2019-08-28,6.9,779
3779,399402,Hunter Killer,Hunter Killer,48.559,2018-10-19,6.9,2165
3780,2295,Clerks II,Clerks II,15.763,2006-07-21,6.9,1328
3781,1999,In the Bedroom,In the Bedroom,18.878,2001-11-23,6.9,348
3782,710,GoldenEye,GoldenEye,39.039,1995-11-16,6.894,3876
3783,221902,"Deux jours, une nuit","Two Days, One Night",13.073,2014-05-21,6.893,929
3784,15157,Another Cinderella Story,Another Cinderella Story,25.861,2008-09-16,6.893,1755
3785,13931,Mike's New Car,Mike's New Car,23.925,2002-05-24,6.893,702
3786,13416,Friday Night Lights,Friday Night Lights,16.539,2004-10-08,6.9,558
3787,10779,The Frighteners,The Frighteners,32.588,1996-07-18,6.9,1534
3788,17360,Escape to Victory,Escape to Victory,29.116,1981-06-17,6.892,914
3789,10443,Fearless,Fearless,21.818,1993-10-15,6.9,311
3790,2163,Breakdown,Breakdown,28.138,1997-05-02,6.9,923
3791,556694,Three Thousand Years of Longing,Three Thousand Years of Longing,29.838,2022-08-24,6.9,1345
3792,323372,El cadáver de Anna Fritz,The Corpse of Anna Fritz,19.977,2015-03-15,6.9,537
3793,1172676,Poison,Poison,23.839,2023-09-29,6.89,413
3794,514207,Вторжение,Invasion,46.318,2020-02-27,6.9,798
3795,419743,Disobedience,Disobedience,38.814,2018-04-24,6.9,1178
3796,25195,Leap Year,Leap Year,27.808,2010-01-08,6.9,2013
3797,9667,The Jacket,The Jacket,14.292,2005-03-04,6.89,1495
3798,805327,Look Both Ways,Look Both Ways,22.08,2022-08-16,6.891,650
3799,83542,Cloud Atlas,Cloud Atlas,37.153,2012-10-26,6.9,7046
3800,11156,Coco avant Chanel,Coco Before Chanel,16.91,2009-04-22,6.889,934
3801,602,Independence Day,Independence Day,47.404,1996-06-25,6.889,9555
3802,254,King Kong,King Kong,46.644,2005-12-12,6.889,7855
3803,718633,Bruised,Bruised,13.407,2020-09-12,6.888,443
3804,592834,My Spy,My Spy,28.544,2020-01-09,6.9,1238
3805,59967,Looper,Looper,31.07,2012-09-26,6.887,10145
3806,11477,La comunidad,Common Wealth,15.822,2000-09-29,6.887,310
3807,547,The Horse Whisperer,The Horse Whisperer,22.289,1998-02-01,6.9,1098
3808,297802,Aquaman,Aquaman,41.116,2018-12-07,6.886,14049
3809,245473,Cloud 9,Cloud 9,12.702,2014-01-17,6.886,525
3810,513347,肆式青春,Flavors of Youth,17.138,2018-08-04,6.9,548
3811,473072,2036: Nexus Dawn,2036: Nexus Dawn,17.435,2017-08-30,6.885,370
3812,177888,Teen Beach Movie,Teen Beach Movie,15.803,2013-08-07,6.885,915
3813,10217,The Sweet Hereafter,The Sweet Hereafter,12.991,1997-09-25,6.885,388
3814,2023,Hidalgo,Hidalgo,30.296,2004-02-04,6.9,1211
3815,249,The War of the Roses,The War of the Roses,21.215,1989-12-08,6.9,1117
3816,337170,American Made,American Made,41.14,2017-08-18,6.9,4499
3817,10218,Swingers,Swingers,27.393,1996-10-18,6.9,726
3818,9602,Coming to America,Coming to America,41.799,1988-06-29,6.884,4334
3819,9003,Hellraiser,Hellraiser,23.032,1987-09-11,6.885,2553
3820,642208,Supernova,Supernova,12.489,2020-11-20,6.883,316
3821,340684,Those People,Those People,8.764,2015-05-16,6.883,342
3822,133121,バイオハザード ダムネーション,Resident Evil: Damnation,35.359,2012-09-25,6.887,887
3823,64688,21 Jump Street,21 Jump Street,42.88,2012-03-14,6.9,10249
3824,9942,Major League,Major League,16.45,1989-02-16,6.9,775
3825,9359,Maverick,Maverick,20.117,1994-05-20,6.884,1588
3826,7305,Alive,Alive,25.793,1993-01-15,6.9,1430
3827,296524,Deepwater Horizon,Deepwater Horizon,30.043,2016-09-28,6.881,4511
3828,82424,Small Fry,Small Fry,21.957,2011-11-23,6.9,543
3829,31175,Soul Kitchen,Soul Kitchen,14.019,2009-09-09,6.9,519
3830,10323,Clash of the Titans,Clash of the Titans,36.612,1981-06-12,6.9,757
3831,934761,A Perfect Pairing,A Perfect Pairing,16.452,2022-05-19,6.9,545
3832,739993,Metal Lords,Metal Lords,19.243,2022-04-08,6.881,649
3833,252822,Kraftidioten,In Order of Disappearance,11.886,2014-02-21,6.9,608
3834,57214,Project X,Project X,47.541,2012-03-01,6.881,6358
3835,33583,Il Decameron,The Decameron,19.111,1971-08-25,6.9,320
3836,17979,A Christmas Carol,A Christmas Carol,134.742,2009-11-04,6.881,4561
3837,7291,36 quai des Orfèvres,36th Precinct,13.322,2004-11-24,6.881,566
3838,256591,Focus,Focus,34.339,2015-02-25,6.9,7815
3839,232672,Blended,Blended,47.909,2014-05-21,6.879,3510
3840,168903,Barbie in the Pink Shoes,Barbie in the Pink Shoes,20.963,2013-02-14,6.9,371
3841,15805,Batman & Mr. Freeze: SubZero,Batman & Mr. Freeze: SubZero,10.808,1998-02-11,6.877,435
3842,13785,Best in Show,Best in Show,17.269,2000-09-29,6.879,570
3843,846,The X Files,The X Files,17.0,1998-06-19,6.9,1600
3844,437342,The First Omen,The First Omen,87.664,2024-04-03,6.9,939
3845,51999,Perfect Sense,Perfect Sense,16.739,2011-09-29,6.878,1136
3846,34463,Three Little Pigs,Three Little Pigs,15.982,1933-05-27,6.9,397
3847,9344,Kids,Kids,26.366,1995-07-28,6.9,1127
3848,8009,Highlander,Highlander,31.891,1986-03-07,6.9,2597
3849,1102776,AKA,AKA,23.092,2023-04-28,6.877,627
3850,242090,The One I Love,The One I Love,9.821,2014-08-08,6.9,689
3851,171372,Frank,Frank,9.602,2014-05-09,6.877,1605
3852,22373,Saturno contro,Saturn in Opposition,8.642,2007-02-23,6.9,363
3853,9871,Ginger Snaps,Ginger Snaps,19.386,2000-12-11,6.9,864
3854,532865,The Dig,The Dig,16.463,2021-01-14,6.9,1183
3855,432087,Ce qui nous lie,Back to Burgundy,14.042,2017-06-14,6.9,564
3856,342672,4th Man Out,4th Man Out,11.117,2015-05-26,6.876,326
3857,35138,大兵小将,Little Big Soldier,15.157,2010-02-14,6.876,306
3858,13179,Tinker Bell,Tinker Bell,39.527,2008-09-11,6.9,1412
3859,936,The Pink Panther,The Pink Panther,24.657,1963-12-18,6.9,1021
3860,513310,Boss Level,Boss Level,29.109,2021-02-19,6.874,1614
3861,467956,The Professor,The Professor,18.804,2018-05-17,6.9,1141
3862,426865,UFO,UFO,16.969,2018-09-04,6.9,440
3863,85889,Filth,Filth,14.102,2013-09-23,6.875,1705
3864,77459,Un monstre à Paris,A Monster in Paris,21.389,2011-10-12,6.9,1251
3865,15143,Some Kind of Wonderful,Some Kind of Wonderful,16.368,1987-02-27,6.9,467
3866,10934,Under the Tuscan Sun,Under the Tuscan Sun,18.852,2003-09-20,6.9,869
3867,2469,¡Átame!,Tie Me Up! Tie Me Down!,14.387,1990-01-22,6.877,615
3868,196254,Barbie Mariposa & the Fairy Princess,Barbie Mariposa & the Fairy Princess,28.249,2013-08-25,6.9,310
3869,337401,Mulan,Mulan,69.928,2020-09-04,6.9,6653
3870,317560,Carrie Pilby,Carrie Pilby,12.132,2017-03-31,6.873,430
3871,48769,Papy fait de la résistance,Gramps Is in the Resistance,9.974,1983-10-26,6.873,393
3872,8882,Gomorra,Gomorrah,18.172,2008-05-16,6.9,1207
3873,919,BLOOD THE LAST VAMPIRE,Blood: The Last Vampire,14.216,2000-11-18,6.873,332
3874,974931,Totally Killer,Totally Killer,30.903,2023-09-28,6.9,855
3875,337339,The Fate of the Furious,The Fate of the Furious,68.567,2017-04-12,6.9,10262
3876,18254,Reds,Reds,17.625,1981-12-25,6.9,328
3877,2140,Kiss of the Dragon,Kiss of the Dragon,30.363,2001-07-06,6.9,1183
3878,974635,Hit Man,Hit Man,67.848,2024-05-16,6.9,1026
3879,12476,The Hidden,The Hidden,24.842,1987-10-30,6.871,415
3880,9762,Step Up,Step Up,29.041,2006-08-11,6.9,3686
3881,9591,That Thing You Do!,That Thing You Do!,15.683,1996-10-04,6.9,832
3882,8052,Hard Eight,Hard Eight,14.708,1997-02-28,6.9,843
3883,82507,Sinister,Sinister,33.292,2012-03-29,6.87,5495
3884,22947,Up in the Air,Up in the Air,21.247,2009-12-04,6.87,3611
3885,1951,Manderlay,Manderlay,14.633,2005-06-03,6.9,339
3886,1246,Rocky Balboa,Rocky Balboa,55.596,2006-12-20,6.87,3457
3887,846867,Mad God,Mad God,23.87,2021-09-17,6.9,409
3888,526050,Little,Little,22.322,2019-04-04,6.9,711
3889,31997,Saboteur,Saboteur,14.488,1942-04-24,6.869,498
3890,21946,Contre-enquête,Counter Investigation,10.177,2007-03-07,6.9,310
3891,10858,Nixon,Nixon,17.556,1995-12-22,6.869,363
3892,8953,スチームボーイ,Steamboy,20.143,2004-07-17,6.9,426
3893,17845,Loft,Loft,16.901,2008-10-21,6.868,387
3894,4012,The Believer,The Believer,14.328,2001-08-23,6.868,599
3895,181886,Enemy,Enemy,27.449,2014-03-14,6.867,5810
3896,11170,We Are Marshall,We Are Marshall,14.261,2006-12-12,6.9,698
3897,9451,Election,Election,12.6,1999-04-23,6.9,1054
3898,278927,The Jungle Book,The Jungle Book,59.286,2016-04-07,6.9,8022
3899,13497,Drumline,Drumline,27.129,2002-12-13,6.9,509
3900,10015,Heartbreak Ridge,Heartbreak Ridge,28.018,1986-12-05,6.866,1021
3901,9263,Now and Then,Now and Then,21.616,1995-10-20,6.866,423
3902,24100,The Little Vampire,The Little Vampire,14.974,2000-10-27,6.9,427
3903,11879,Near Dark,Near Dark,25.965,1987-10-02,6.9,747
3904,10258,The Madagascar Penguins in a Christmas Caper,The Madagascar Penguins in a Christmas Caper,30.842,2005-09-23,6.9,364
3905,5889,あずみ,Azumi,15.748,2003-05-10,6.9,329
3906,3472,Dirty Pretty Things,Dirty Pretty Things,13.75,2002-09-05,6.865,442
3907,1824,50 First Dates,50 First Dates,41.64,2004-02-13,6.9,7168
3908,760883,Blood Red Sky,Blood Red Sky,41.896,2021-07-23,6.9,1538
3909,357953,Return,Return,4.846,1975-09-04,6.864,302
3910,400155,Hotel Transylvania 3: Summer Vacation,Hotel Transylvania 3: Summer Vacation,44.404,2018-06-28,6.9,4408
3911,360920,The Grinch,The Grinch,360.162,2018-11-08,6.9,3984
3912,14367,Adventures in Babysitting,Adventures in Babysitting,25.302,1987-07-01,6.863,664
3913,8769,Christine,Christine,29.545,1983-12-09,6.9,1970
3914,7551,Déjà Vu,Déjà Vu,31.146,2006-11-22,6.9,4780
3915,6399,Chi trova un amico trova un tesoro,Who Finds a Friend Finds a Treasure,18.134,1981-12-09,6.863,606
3916,1934,Shakespeare in Love,Shakespeare in Love,24.218,1998-12-11,6.863,2980
3917,1648,Bill & Ted's Excellent Adventure,Bill & Ted's Excellent Adventure,28.377,1989-02-17,6.9,1846
3918,402298,Denial,Denial,16.907,2016-09-30,6.9,639
3919,68924,The Ice Storm,The Ice Storm,16.608,1997-09-27,6.9,651
3920,14831,Help!,Help!,13.364,1965-07-29,6.862,316
3921,1921,Sweet November,Sweet November,19.264,2001-02-16,6.9,1303
3922,445629,Fighting with My Family,Fighting with My Family,25.288,2019-02-14,6.861,1696
3923,393457,Fences,Fences,25.403,2016-12-16,6.863,2600
3924,384018,Fast & Furious Presents: Hobbs & Shaw,Fast & Furious Presents: Hobbs & Shaw,88.63,2019-08-01,6.861,7189
3925,265189,Turist,Force Majeure,17.405,2014-08-15,6.9,1056
3926,9567,Tears of the Sun,Tears of the Sun,35.917,2003-03-07,6.861,2310
3927,9476,A Knight's Tale,A Knight's Tale,32.713,2001-05-11,6.9,3027
3928,1034541,Terrifier 3,Terrifier 3,736.006,2024-10-09,6.9,1247
3929,50839,Margin Call,Margin Call,24.46,2011-02-11,6.86,1785
3930,8326,Holes,Holes,25.87,2003-04-18,6.9,1375
3931,3683,Flags of Our Fathers,Flags of Our Fathers,19.28,2006-10-18,6.9,1828
3932,258216,Nymphomaniac: Vol. I,Nymphomaniac: Vol. I,9.544,2013-12-25,6.9,3372
3933,254578,Phoenix,Phoenix,12.982,2014-09-25,6.9,427
3934,29702,Tenebre,Tenebre,14.732,1982-10-28,6.9,606
3935,18444,Swiss Family Robinson,Swiss Family Robinson,26.077,1960-12-21,6.859,308
3936,11087,The Hand that Rocks the Cradle,The Hand that Rocks the Cradle,20.335,1992-01-10,6.9,882
3937,11018,Year of the Dragon,Year of the Dragon,17.286,1985-08-16,6.859,415
3938,10276,What About Bob?,What About Bob?,20.807,1991-05-17,6.9,810
3939,294963,Bone Tomahawk,Bone Tomahawk,24.533,2015-10-23,6.9,2217
3940,192136,Mandela: Long Walk to Freedom,Mandela: Long Walk to Freedom,16.649,2013-11-28,6.9,525
3941,127560,The Railway Man,The Railway Man,12.739,2013-12-02,6.9,723
3942,44896,Rango,Rango,53.356,2011-03-02,6.9,6456
3943,28501,The Pit and the Pendulum,The Pit and the Pendulum,12.829,1961-08-12,6.868,333
3944,10019,Mannequin,Mannequin,33.91,1987-02-13,6.858,727
3945,339405,Christine,Christine,11.698,2016-10-14,6.9,366
3946,254470,Pitch Perfect 2,Pitch Perfect 2,57.224,2015-05-07,6.857,5281
3947,116979,Chained,Chained,17.568,2012-10-02,6.857,482
3948,308032,The Stanford Prison Experiment,The Stanford Prison Experiment,13.794,2015-07-17,6.9,925
3949,207933,Stonehearst Asylum,Stonehearst Asylum,28.372,2014-10-23,6.9,1416
3950,8367,Robin Hood: Prince of Thieves,Robin Hood: Prince of Thieves,39.167,1991-06-14,6.9,3242
3951,338952,Fantastic Beasts: The Crimes of Grindelwald,Fantastic Beasts: The Crimes of Grindelwald,31.583,2018-11-14,6.855,10809
3952,44249,葉問前傳,The Legend Is Born: Ip Man,2.957,2010-06-24,6.9,664
3953,260514,Cars 3,Cars 3,77.113,2017-06-15,6.854,5825
3954,72976,Lincoln,Lincoln,22.714,2012-11-09,6.854,3758
3955,55292,新少林寺,Shaolin,19.841,2011-01-20,6.854,362
3956,39104,ドラゴンボールＺ 極限バトル！三大超サイヤ人,Dragon Ball Z: Super Android 13!,33.371,1992-07-11,6.9,548
3957,21506,ノロイ,Noroi: The Curse,31.5,2005-08-20,6.9,329
3958,522098,Babyteeth,Babyteeth,14.532,2020-06-15,6.853,340
3959,504172,The Mule,The Mule,23.337,2018-12-14,6.9,4937
3960,445571,Game Night,Game Night,30.415,2018-02-15,6.853,5754
3961,168672,American Hustle,American Hustle,26.351,2013-12-03,6.853,7238
3962,15167,Barbie in the Nutcracker,Barbie in the Nutcracker,47.041,2001-09-30,6.853,1045
3963,9059,Tales from the Crypt: Demon Knight,Tales from the Crypt: Demon Knight,19.477,1995-01-13,6.9,488
3964,527729,Astérix - Le Secret de la potion magique,Asterix: The Secret of the Magic Potion,27.584,2018-05-12,6.9,1225
3965,1817,Phone Booth,Phone Booth,25.038,2003-04-04,6.9,3733
3966,314402,Dheepan,Dheepan,13.92,2015-08-26,6.8,469
3967,42188,Never Let Me Go,Never Let Me Go,17.603,2010-03-18,6.851,2270
3968,19185,Night of the Living Dead,Night of the Living Dead,21.817,1990-10-19,6.9,835
3969,11873,The Color of Money,The Color of Money,24.361,1986-10-17,6.9,1345
3970,7874,Black Snake Moan,Black Snake Moan,13.161,2006-12-31,6.9,860
3971,508101,Plus One,Plus One,17.987,2019-06-14,6.85,334
3972,369778,Chocolat,Chocolat,12.989,2016-02-03,6.85,720
3973,252171,A Girl Walks Home Alone at Night,A Girl Walks Home Alone at Night,17.12,2014-11-21,6.8,858
3974,521777,Good Boys,Good Boys,26.592,2019-08-14,6.8,1833
3975,56804,Viaggi di nozze,Honeymoon Trips,5.948,1995-12-15,6.849,493
3976,1871,Fantômas,Fantomas,14.445,1964-11-04,6.8,724
3977,1680,キングコング対ゴジラ,King Kong vs. Godzilla,16.225,1962-08-11,6.8,301
3978,957,Spaceballs,Spaceballs,24.8,1987-06-24,6.8,2963
3979,524434,Eternals,Eternals,60.921,2021-11-03,6.848,8284
3980,377154,Quand on a 17 ans,Being 17,9.193,2016-02-27,6.8,358
3981,13275,Annapolis,Annapolis,23.406,2006-01-27,6.8,509
3982,12268,The Pink Panther Strikes Again,The Pink Panther Strikes Again,18.509,1976-12-15,6.8,539
3983,9433,The Edge,The Edge,23.367,1997-09-06,6.848,1162
3984,5279,Gosford Park,Gosford Park,18.664,2001-11-07,6.848,1079
3985,2787,Pitch Black,Pitch Black,17.778,2000-02-18,6.8,4382
3986,800815,The Pale Blue Eye,The Pale Blue Eye,20.269,2022-12-22,6.848,1835
3987,762504,Nope,Nope,59.461,2022-07-20,6.8,4120
3988,429300,Adrift,Adrift,19.336,2018-05-31,6.8,2570
3989,65057,The Descendants,The Descendants,16.05,2011-09-09,6.8,2775
3990,22971,Dear John,Dear John,24.466,2010-02-04,6.8,4136
3991,18937,Quest for Camelot,Quest for Camelot,24.843,1998-05-15,6.847,797
3992,11593,Nobody's Fool,Nobody's Fool,14.773,1994-12-23,6.847,300
3993,852438,Coupez !,Final Cut,12.067,2022-05-18,6.8,400
3994,574436,La paranza dei bambini,Piranhas,11.836,2019-02-14,6.8,512
3995,152737,August: Osage County,August: Osage County,16.696,2013-12-26,6.8,1475
3996,34205,Halloweentown II: Kalabar's Revenge,Halloweentown II: Kalabar's Revenge,15.353,2001-10-12,6.8,331
3997,10998,Fatal Attraction,Fatal Attraction,38.145,1987-09-18,6.8,1493
3998,2039,Moonstruck,Moonstruck,22.136,1987-12-16,6.8,930
3999,1118031,Apocalipsis Z: el principio del fin,Apocalypse Z: The Beginning of the End,592.042,2024-10-04,6.837,730
4000,539651,Don't Let Go,Don't Let Go,18.592,2019-08-30,6.8,381
4001,520765,Go!,Go!,16.435,2020-01-16,6.845,316
4002,441393,江湖儿女,Ash Is Purest White,15.067,2018-09-21,6.8,319
4003,13909,She Wore a Yellow Ribbon,She Wore a Yellow Ribbon,15.6,1949-10-22,6.8,352
4004,10138,Iron Man 2,Iron Man 2,91.544,2010-04-28,6.8,20988
4005,882059,Boy Kills World,Boy Kills World,61.615,2024-04-24,6.8,570
4006,604578,Spontaneous,Spontaneous,19.237,2020-10-02,6.8,528
4007,110390,En duva satt på en gren och funderade på tillvaron,A Pigeon Sat on a Branch Reflecting on Existence,15.982,2014-10-24,6.8,440
4008,55347,Beginners,Beginners,10.54,2011-06-03,6.8,1023
4009,13813,Defiance,Defiance,19.803,2008-12-31,6.8,1723
4010,8942,Wendy and Lucy,Wendy and Lucy,14.14,2008-12-10,6.8,324
4011,474350,It Chapter Two,It Chapter Two,70.705,2019-09-04,6.843,8741
4012,241771,Beyond the Lights,Beyond the Lights,14.259,2014-11-14,6.8,370
4013,87502,Flight,Flight,36.008,2012-11-02,6.843,5967
4014,1494,滿城盡帶黃金甲,Curse of the Golden Flower,20.955,2006-12-14,6.8,725
4015,601796,외계+인 1부,Alienoid,87.346,2022-07-20,6.842,437
4016,49049,Dredd,Dredd,40.644,2012-09-07,6.842,5028
4017,16366,Joseph: King of Dreams,Joseph: King of Dreams,38.654,2000-11-07,6.8,1002
4018,13285,Barbie Fairytopia: Mermaidia,Barbie Fairytopia: Mermaidia,25.758,2006-03-14,6.8,695
4019,2112,Payback,Payback,30.046,1999-02-05,6.8,1787
4020,565426,To All the Boys: P.S. I Still Love You,To All the Boys: P.S. I Still Love You,55.501,2020-02-03,6.8,2526
4021,12560,The Big Chill,The Big Chill,21.452,1983-09-30,6.841,590
4022,30508,Berlin Calling,Berlin Calling,15.009,2008-10-01,6.84,335
4023,24679,Bird,Bird,10.533,1988-06-01,6.837,319
4024,10115,Stick It,Stick It,18.551,2006-04-21,6.8,561
4025,796499,Army of Thieves,Army of Thieves,47.417,2021-10-29,6.839,2037
4026,465003,The Red Sea Diving Resort,The Red Sea Diving Resort,17.76,2019-07-28,6.8,806
4027,16962,Barbie Fairytopia: Magic of the Rainbow,Barbie Fairytopia: Magic of the Rainbow,17.997,2007-03-13,6.8,437
4028,9026,The Importance of Being Earnest,The Importance of Being Earnest,16.501,2002-05-17,6.8,470
4029,95,Armageddon,Armageddon,40.295,1998-07-01,6.839,7912
4030,849869,길복순,Kill Boksoon,23.589,2023-02-17,6.836,426
4031,666750,Dragonheart: Vengeance,Dragonheart: Vengeance,22.657,2020-02-04,6.8,308
4032,634528,The Marksman,The Marksman,39.277,2021-01-15,6.8,1588
4033,446021,Bad Times at the El Royale,Bad Times at the El Royale,29.347,2018-10-04,6.8,3542
4034,303857,ドラゴンボールZ 復活の「F」,Dragon Ball Z: Resurrection 'F',56.931,2015-04-18,6.838,1907
4035,187017,22 Jump Street,22 Jump Street,36.787,2014-06-05,6.839,7914
4036,15867,Interiors,Interiors,13.741,1978-08-02,6.836,347
4037,10937,Barfly,Barfly,16.132,1987-09-02,6.8,339
4038,10780,Overboard,Overboard,34.527,1987-12-16,6.838,845
4039,1991,Death Proof,Death Proof,30.668,2007-05-22,6.838,5141
4040,1991,Death Proof,Death Proof,30.668,2007-05-22,6.838,5141
4041,879,Hook,Hook,36.716,1991-04-10,6.838,5279
4042,405774,Bird Box,Bird Box,37.375,2018-12-13,6.8,9904
4043,401898,Thelma,Thelma,14.411,2017-09-15,6.8,1017
4044,261102,El Club de los Incomprendidos,The Misfits Club,8.433,2014-12-25,6.8,408
4045,157841,The Young and Prodigious T.S. Spivet,The Young and Prodigious T.S. Spivet,24.044,2013-10-16,6.8,790
4046,109417,Battle of the Year,Battle of the Year,16.282,2013-09-21,6.8,334
4047,44835,Hesher,Hesher,13.482,2010-01-22,6.835,675
4048,596161,Let Him Go,Let Him Go,20.228,2020-11-05,6.834,663
4049,400020,Le Jeune Karl Marx,The Young Karl Marx,11.937,2017-03-02,6.834,304
4050,335983,Venom,Venom,242.586,2018-09-28,6.8,16115
4051,283366,Miss Peregrine's Home for Peculiar Children,Miss Peregrine's Home for Peculiar Children,45.047,2016-09-27,6.834,9943
4052,56590,All Star Superman,All Star Superman,16.037,2011-01-01,6.834,486
4053,39144,ドラゴンボール 神龍の伝説,Dragon Ball: Curse of the Blood Rubies,35.228,1986-12-20,6.8,331
4054,11134,警察故事 III：超級警察,Police Story 3: Super Cop,26.808,1992-07-04,6.8,494
4055,10362,Two Lovers,Two Lovers,14.457,2008-11-19,6.8,845
4056,2755,About Schmidt,About Schmidt,13.685,2002-12-12,6.8,1223
4057,450322,The Man Who Invented Christmas,The Man Who Invented Christmas,28.625,2017-10-12,6.832,796
4058,629015,Shut In,Shut In,16.286,2022-03-24,6.8,360
4059,67660,Think Like a Man,Think Like a Man,15.599,2012-04-20,6.8,837
4060,57737,Barbie: A Fairy Secret,Barbie: A Fairy Secret,24.15,2011-03-01,6.8,499
