,id,original_title,title,popularity,release_date,vote_average,vote_count
0,278,The Shawshank Redemption,The Shawshank Redemption,157.014,1994-09-23,8.708,27324
1,238,The Godfather,The Godfather,155.451,1972-03-14,8.7,20737
2,240,The Godfather Part II,The Godfather Part II,87.158,1974-12-20,8.6,12509
3,424,Schindler's List,Schindler's List,89.846,1993-12-15,8.567,15926
4,389,12 Angry Men,12 Angry Men,60.134,1957-04-10,8.5,8722
5,129,千と千尋の神隠し,Spirited Away,103.989,2001-07-20,8.5,16591
6,19404,दिलवाले दुल्हनिया ले जायेंगे,Dilwale Dulhania Le Jayenge,40.482,1995-10-20,8.5,4446
7,155,The Dark Knight,The Dark Knight,134.567,2008-07-16,8.5,33024
8,823219,Straume,Flow,263.767,2024-08-29,8.5,413
9,497,The Green Mile,The Green Mile,110.512,1999-12-10,8.506,17544
10,496243,기생충,Parasite,96.558,2019-05-30,8.5,18383
11,680,Pulp Fiction,Pulp Fiction,110.962,1994-09-10,8.5,28017
12,372058,君の名は。,Your Name.,86.106,2016-08-26,8.5,11431
13,122,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,128.131,2003-12-17,8.483,24323
14,13,Forrest Gump,Forrest Gump,99.977,1994-06-23,8.47,27536
15,429,"Il buono, il brutto, il cattivo","The Good, the Bad and the Ugly",84.661,1966-12-22,8.465,8665
16,346,七人の侍,Seven Samurai,46.034,1954-04-26,8.464,3703
17,12477,火垂るの墓,Grave of the Fireflies,0.048,1988-04-16,8.457,5590
18,769,GoodFellas,GoodFellas,70.078,1990-09-12,8.5,12926
19,11216,Nuovo Cinema Paradiso,Cinema Paradiso,46.727,1988-11-17,8.4,4385
20,637,La vita è bella,Life Is Beautiful,57.946,1997-12-20,8.4,13069
21,157336,Interstellar,Interstellar,235.868,2014-11-05,8.445,35837
22,667257,Cosas imposibles,Impossible Things,9.702,2021-06-17,8.4,389
23,550,Fight Club,Fight Club,99.039,1999-10-15,8.438,29519
24,539,Psycho,Psycho,41.358,1960-06-22,8.4,10092
25,598,Cidade de Deus,City of God,52.08,2002-08-30,8.426,7411
26,40096,O Auto da Compadecida,A Dog's Will,14.081,2000-09-15,8.4,1109
27,311,Once Upon a Time in America,Once Upon a Time in America,59.224,1984-05-23,8.419,5410
28,120,The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Fellowship of the Ring,144.458,2001-12-18,8.4,25282
29,510,One Flew Over the Cuckoo's Nest,One Flew Over the Cuckoo's Nest,45.622,1975-11-19,8.414,10480
30,696374,Gabriel's Inferno,Gabriel's Inferno,14.802,2020-05-29,8.4,2414
31,704264,Primal: Tales of Savagery,Primal: Tales of Savagery,10.706,2019-11-21,8.403,318
32,4935,ハウルの動く城,Howl's Moving Castle,89.045,2004-09-09,8.4,9944
33,14537,切腹,Harakiri,25.243,1962-09-15,8.4,1006
34,324857,Spider-Man: Into the Spider-Verse,Spider-Man: Into the Spider-Verse,154.107,2018-12-06,8.4,15687
35,121,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Two Towers,103.231,2002-12-18,8.399,21948
36,1891,The Empire Strikes Back,The Empire Strikes Back,44.249,1980-05-20,8.393,16990
37,724089,Gabriel's Inferno: Part II,Gabriel's Inferno: Part II,8.88,2020-07-31,8.389,1515
38,378064,映画 聲の形,A Silent Voice: The Movie,49.04,2016-09-17,8.384,3970
39,372754,同級生,Dou kyu sei – Classmates,17.666,2016-02-20,8.383,390
40,1184918,The Wild Robot,The Wild Robot,926.568,2024-09-08,8.382,3528
41,761053,Gabriel's Inferno: Part III,Gabriel's Inferno: Part III,27.966,2020-11-19,8.4,1054
42,423,The Pianist,The Pianist,48.914,2002-09-17,8.4,9199
43,244786,Whiplash,Whiplash,88.6,2014-10-10,8.4,15168
44,255709,소원,Hope,20.989,2013-10-02,8.4,739
45,620249,罗小黑战记,The Legend of Hei,20.729,2019-08-27,8.4,369
46,807,Se7en,Se7en,96.713,1995-09-22,8.4,21077
47,27205,Inception,Inception,123.298,2010-07-15,8.4,36682
48,1058694,Radical,Radical,28.668,2023-10-19,8.4,422
49,569094,Spider-Man: Across the Spider-Verse,Spider-Man: Across the Spider-Verse,220.452,2023-05-31,8.4,7074
50,567,Rear Window,Rear Window,32.375,1954-08-01,8.4,6490
51,274,The Silence of the Lambs,The Silence of the Lambs,15.098,1991-02-14,8.3,16329
52,820067,映画 五等分の花嫁,The Quintessential Quintuplets Movie,25.571,2022-05-20,8.343,389
53,73,American History X,American History X,40.453,1998-07-01,8.343,11568
54,128,もののけ姫,Princess Mononoke,51.872,1997-07-12,8.3,8033
55,12493,天国と地獄,High and Low,21.581,1963-03-01,8.3,909
56,1139087,Once Upon a Studio,Once Upon a Studio,40.309,2023-09-24,8.321,355
57,105,Back to the Future,Back to the Future,79.48,1985-07-03,8.3,19986
58,10494,PERFECT BLUE,Perfect Blue,42.802,1998-02-28,8.316,2670
59,15804,牯嶺街少年殺人事件,A Brighter Summer Day,25.706,1991-07-27,8.3,320
60,599,Sunset Boulevard,Sunset Boulevard,28.466,1950-08-10,8.3,2584
61,644479,Dedicada A Mi Ex,Dedicated to my ex,9.304,2019-11-01,8.3,502
62,3782,生きる,Ikiru,23.853,1952-10-09,8.3,1139
63,207,Dead Poets Society,Dead Poets Society,71.319,1989-06-02,8.3,11289
64,101,Léon: The Professional,Léon: The Professional,79.172,1994-09-14,8.3,14819
65,914,The Great Dictator,The Great Dictator,24.351,1940-10-15,8.3,3375
66,18491,新世紀エヴァンゲリオン劇場版 Air／まごころを、君に,Neon Genesis Evangelion: The End of Evangelion,44.141,1997-07-19,8.3,1611
67,568332,Taylor Swift: Reputation Stadium Tour,Taylor Swift: Reputation Stadium Tour,12.73,2018-12-31,8.3,387
68,92321,蛍火の杜へ,Hotarubi no Mori e,0.018,2011-09-17,8.3,1109
69,1160164,TAYLOR SWIFT | THE ERAS TOUR,TAYLOR SWIFT | THE ERAS TOUR,47.712,2023-10-13,8.3,412
70,335,C'era una volta il West,Once Upon a Time in the West,43.926,1968-12-21,8.29,4349
71,3082,Modern Times,Modern Times,19.718,1936-02-05,8.3,3701
72,652837,ジョゼと虎と魚たち,"Josee, the Tiger and the Fish",24.667,2020-12-25,8.3,470
73,901,City Lights,City Lights,19.185,1931-02-06,8.3,2172
74,28,Apocalypse Now,Apocalypse Now,44.111,1979-05-19,8.276,8238
75,77338,Intouchables,The Intouchables,62.375,2011-11-02,8.3,17246
76,995133,"The Boy, the Mole, the Fox and the Horse","The Boy, the Mole, the Fox and the Horse",32.633,2022-12-25,8.3,583
77,1585,It's a Wonderful Life,It's a Wonderful Life,97.94,1946-12-20,8.3,4317
78,42269,C'eravamo tanto amati,We All Loved Each Other So Much,13.456,1974-12-21,8.267,564
79,975,Paths of Glory,Paths of Glory,24.148,1957-10-25,8.267,2925
80,637920,7. Koğuştaki Mucize,Miracle in Cell No. 7,45.284,2019-10-10,8.262,4406
81,29259,Le Trou,Le Trou,26.588,1960-03-18,8.3,475
82,10376,La leggenda del pianista sull'oceano,The Legend of 1900,26.809,1998-10-28,8.3,2258
83,670,올드보이,Oldboy,56.781,2003-11-21,8.259,8690
84,630566,Clouds,Clouds,15.672,2020-10-09,8.3,1004
85,25237,Иди и смотри,Come and See,33.925,1985-10-17,8.3,1496
86,8587,The Lion King,The Lion King,186.214,1994-06-24,8.3,18328
87,447362,Life in a Year,Life in a Year,24.355,2020-11-27,8.3,1876
88,632632,映画 ギヴン,Given,18.06,2020-08-22,8.257,383
89,299534,Avengers: Endgame,Avengers: Endgame,92.126,2019-04-24,8.2,25709
90,527641,Five Feet Apart,Five Feet Apart,58.407,2019-03-14,8.2,5615
91,299536,Avengers: Infinity War,Avengers: Infinity War,184.541,2018-04-25,8.2,29842
92,490132,Green Book,Green Book,138.684,2018-11-16,8.242,11614
93,533514,劇場版 ヴァイオレット・エヴァーガーデン,Violet Evergarden: The Movie,29.656,2020-09-18,8.2,409
94,508965,Klaus,Klaus,94.273,2019-11-08,8.2,4063
95,283566,シン・エヴァンゲリオン劇場版:||,Evangelion: 3.0+1.0 Thrice Upon a Time,35.475,2021-03-08,8.241,815
96,572154,青春ブタ野郎はゆめみる少女の夢を見ない,Rascal Does Not Dream of a Dreaming Girl,19.877,2019-06-15,8.2,521
97,265177,Mommy,Mommy,18.962,2014-09-19,8.2,2713
98,504253,君の膵臓をたべたい,I Want to Eat Your Pancreas,30.954,2018-09-01,8.2,1553
99,110420,おおかみこどもの雨と雪,Wolf Children,30.547,2012-07-21,8.229,2285
100,441130,Wolfwalkers,Wolfwalkers,26.49,2020-10-26,8.228,1190
101,654299,Como caído del cielo,Out of the Clear Blue Sky,8.842,2019-12-24,8.222,347
102,315162,Puss in Boots: The Last Wish,Puss in Boots: The Last Wish,144.981,2022-12-07,8.222,7829
103,24188,Il sorpasso,Il Sorpasso,12.396,1962-12-05,8.2,749
104,603,The Matrix,The Matrix,110.935,1999-03-31,8.219,25734
105,16869,Inglourious Basterds,Inglourious Basterds,63.883,2009-08-02,8.2,22282
106,290098,아가씨,The Handmaiden,61.801,2016-06-01,8.2,3752
107,857,Saving Private Ryan,Saving Private Ryan,65.977,1998-07-24,8.217,15864
108,98,Gladiator,Gladiator,209.114,2000-05-04,8.218,18901
109,618344,Justice League Dark: Apokolips War,Justice League Dark: Apokolips War,35.425,2020-05-05,8.2,1456
110,694,The Shining,The Shining,59.064,1980-05-23,8.215,17505
111,37257,Witness for the Prosecution,Witness for the Prosecution,26.472,1957-12-17,8.2,1406
112,635302,劇場版「鬼滅の刃」無限列車編,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,93.987,2020-10-16,8.21,3957
113,50014,The Help,The Help,73.863,2011-08-09,8.2,8292
114,354912,Coco,Coco,112.652,2017-10-27,8.2,19549
115,1124,The Prestige,The Prestige,64.394,2006-10-17,8.204,16061
116,16672,砂の女,Woman in the Dunes,25.595,1964-02-15,8.2,445
117,11324,Shutter Island,Shutter Island,101.373,2010-02-14,8.2,24003
118,11,Star Wars,Star Wars,105.711,1977-05-25,8.203,20667
119,284,The Apartment,The Apartment,30.321,1960-06-21,8.2,2304
120,476292,さよならの朝に約束の花をかざろう,Maquia: When the Promised Flower Blooms,27.919,2018-02-24,8.2,630
121,324786,Hacksaw Ridge,Hacksaw Ridge,96.179,2016-10-07,8.2,13754
122,5156,Ladri di biciclette,Bicycle Thieves,18.786,1948-07-21,8.2,2402
123,361743,Top Gun: Maverick,Top Gun: Maverick,169.839,2022-05-21,8.2,9283
124,185,A Clockwork Orange,A Clockwork Orange,47.62,1971-12-19,8.2,12864
125,490,Det sjunde inseglet,The Seventh Seal,17.017,1957-02-16,8.2,2990
126,522924,The Art of Racing in the Rain,The Art of Racing in the Rain,30.036,2019-08-08,8.2,1483
127,313106,Doctor Who: The Day of the Doctor,Doctor Who: The Day of the Doctor,14.153,2013-11-23,8.186,747
128,92060,Michael Jackson's Thriller,Michael Jackson's Thriller,13.784,1983-11-14,8.184,681
129,68718,Django Unchained,Django Unchained,78.701,2012-12-25,8.2,26274
130,18148,東京物語,Tokyo Story,21.465,1953-11-03,8.182,1063
131,77,Memento,Memento,40.756,2000-10-11,8.181,14879
132,620683,Minha Mãe é uma Peça 3: O Filme,My Mom Is a Character 3,6.042,2019-12-26,8.2,472
133,1084736,Le Comte de Monte-Cristo,The Count of Monte Cristo,266.654,2024-06-28,8.2,994
134,610892,ヴァイオレット・エヴァーガーデン 外伝 - 永遠と自動手記人形 -,Violet Evergarden: Eternity and the Auto Memory Doll,22.971,2019-09-06,8.179,369
135,556574,Hamilton,Hamilton,28.7,2020-07-03,8.179,1418
136,26451,Indagine su un cittadino al di sopra di ogni sospetto,Investigation of a Citizen Above Suspicion,16.889,1970-10-16,8.2,777
137,629,The Usual Suspects,The Usual Suspects,47.298,1995-07-19,8.178,10396
138,797,Persona,Persona,15.711,1966-10-18,8.2,2146
139,10098,The Kid,The Kid,21.058,1921-01-21,8.2,2101
140,592350,僕のヒーローアカデミア THE MOVIE ヒーローズ：ライジング,My Hero Academia: Heroes Rising,38.371,2019-12-20,8.171,1168
141,795607,白蛇 II: 青蛇劫起,Green Snake,19.022,2021-07-23,8.2,305
142,111,Scarface,Scarface,79.803,1983-12-09,8.165,11851
143,81481,도가니,Silenced,34.72,2011-09-22,8.2,633
144,426,Vertigo,Vertigo,31.261,1958-05-28,8.2,5742
145,810693,劇場版 呪術廻戦 0,Jujutsu Kaisen 0,62.36,2021-12-24,8.162,1410
146,1422,The Departed,The Departed,63.542,2006-10-04,8.161,14904
147,851644,20세기 소녀,20th Century Girl,87.89,2022-10-06,8.159,694
148,489,Good Will Hunting,Good Will Hunting,65.069,1997-12-05,8.158,12401
149,348,Alien,Alien,106.927,1979-05-25,8.158,14818
150,289,Casablanca,Casablanca,31.3,1943-01-15,8.2,5456
151,517814,کفرناحوم,Capernaum,19.603,2018-09-20,8.2,1709
152,606856,Togo,Togo,41.518,2019-12-20,8.2,2010
153,693134,Dune: Part Two,Dune: Part Two,210.08,2024-02-27,8.2,5757
154,872,Singin' in the Rain,Singin' in the Rain,35.794,1952-04-09,8.2,3139
155,1398,Сталкер,Stalker,30.603,1979-05-25,8.15,2170
156,20334,The Shop Around the Corner,The Shop Around the Corner,29.008,1940-01-12,8.2,724
157,537061,Steven Universe: The Movie,Steven Universe: The Movie,19.305,2019-10-07,8.1,779
158,1026227,C'è ancora domani,There's Still Tomorrow,19.775,2023-10-26,8.1,1244
159,399106,Piper,Piper,19.729,2016-06-16,8.146,1626
160,37165,The Truman Show,The Truman Show,81.318,1998-06-04,8.1,18377
161,475557,Joker,Joker,123.288,2019-10-01,8.1,25830
162,20941,Voces inocentes,Innocent Voices,18.591,2005-01-28,8.1,481
163,133919,Scener ur ett äktenskap,Scenes from a Marriage,10.875,1974-09-15,8.1,348
164,9702,Bound by Honor,Bound by Honor,39.345,1993-02-05,8.142,1341
165,422,8½,8½,19.348,1963-02-14,8.1,2278
166,103,Taxi Driver,Taxi Driver,51.229,1976-02-09,8.14,12272
167,20914,Amici miei,My Friends,11.017,1975-10-24,8.1,697
168,614,Smultronstället,Wild Strawberries,18.721,1957-08-28,8.1,1629
169,791373,Zack Snyder's Justice League,Zack Snyder's Justice League,72.374,2021-03-18,8.1,10003
170,406997,Wonder,Wonder,47.189,2017-11-13,8.13,7855
171,600,Full Metal Jacket,Full Metal Jacket,52.025,1987-06-26,8.128,10486
172,458220,Palmer,Palmer,34.356,2021-01-28,8.127,1611
173,398818,Call Me by Your Name,Call Me by Your Name,69.933,2017-07-28,8.1,12076
174,666,Central do Brasil,Central Station,15.272,1998-11-20,8.1,898
175,575813,少年的你,Better Days,30.176,2019-10-25,8.1,448
176,600354,The Father,The Father,23.025,2020-12-23,8.1,3190
177,508442,Soul,Soul,58.835,2020-12-25,8.1,10465
178,500,Reservoir Dogs,Reservoir Dogs,47.02,1992-09-02,8.1,14300
179,100,"Lock, Stock and Two Smoking Barrels","Lock, Stock and Two Smoking Barrels",17.652,1998-08-28,8.12,6579
180,470044,The Hate U Give,The Hate U Give,22.697,2018-10-19,8.119,2119
181,55823,La grande guerra,The Great War,10.005,1959-10-28,8.1,341
182,996,Double Indemnity,Double Indemnity,19.059,1944-07-06,8.1,1796
183,531428,Portrait de la jeune fille en feu,Portrait of a Lady on Fire,36.232,2019-09-18,8.1,2557
184,38288,"“I Corti” di Aldo, Giovanni & Giacomo","“The Shorts” by Aldo, Giovanni and Giacomo",6.79,1996-03-29,8.1,345
185,935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,37.576,1964-01-29,8.1,5618
186,280,Terminator 2: Judgment Day,Terminator 2: Judgment Day,76.856,1991-07-03,8.116,12920
187,762975,Purple Hearts,Purple Hearts,49.917,2022-07-29,8.115,2546
188,19,Metropolis,Metropolis,31.602,1927-02-06,8.1,2762
189,518068,신과함께-인과 연,Along with the Gods: The Last 49 Days,29.332,2018-08-01,8.1,666
190,843,花樣年華,In the Mood for Love,32.124,2000-09-29,8.1,2730
191,411088,Contratiempo,The Invisible Guest,47.526,2017-01-06,8.1,4542
192,698687,Transformers One,Transformers One,619.919,2024-09-11,8.1,895
193,46738,Incendies,Incendies,31.089,2010-09-17,8.1,2750
194,664767,Mortal Kombat Legends: Scorpion's Revenge,Mortal Kombat Legends: Scorpion's Revenge,41.595,2020-04-12,8.1,1375
195,655,"Paris, Texas","Paris, Texas",37.949,1984-07-16,8.1,1870
196,146233,Prisoners,Prisoners,68.9,2013-09-19,8.1,11786
197,3780,赤ひげ,Red Beard,17.146,1965-04-03,8.1,355
198,103663,Jagten,The Hunt,38.613,2012-06-13,8.1,4179
199,24382,I soliti ignoti,Big Deal on Madonna Street,10.28,1958-07-26,8.099,699
200,11878,用心棒,Yojimbo,25.956,1961-04-25,8.1,1455
201,705,All About Eve,All About Eve,15.243,1950-11-09,8.1,1530
202,239,Some Like It Hot,Some Like It Hot,31.057,1959-03-19,8.097,3462
203,10681,WALL·E,WALL·E,89.536,2008-06-22,8.1,18797
204,38,Eternal Sunshine of the Spotless Mind,Eternal Sunshine of the Spotless Mind,68.079,2004-03-19,8.095,14992
205,2457,Les Enfants du Paradis,Children of Paradise,13.396,1945-03-15,8.1,408
206,149871,かぐや姫の物語,The Tale of The Princess Kaguya,20.181,2013-11-23,8.1,1783
207,406,La Haine,La Haine,29.441,1995-05-31,8.093,4046
208,20532,山椒大夫,Sansho the Bailiff,17.441,1954-03-31,8.1,374
209,12445,Harry Potter and the Deathly Hallows: Part 2,Harry Potter and the Deathly Hallows: Part 2,134.292,2011-07-12,8.1,20579
210,11659,La meglio gioventù,The Best of Youth,13.559,2003-06-22,8.089,531
211,387,Das Boot,Das Boot,26.332,1981-09-17,8.1,2208
212,755812,"Miraculous World : New York, les héros unis","Miraculous World: New York, United HeroeZ",44.77,2020-09-25,8.1,1091
213,663558,新神榜：哪吒重生,New Gods: Nezha Reborn,28.945,2021-02-06,8.086,426
214,439,La dolce vita,La Dolce Vita,21.95,1960-02-05,8.1,1853
215,555604,Guillermo del Toro's Pinocchio,Guillermo del Toro's Pinocchio,36.234,2022-11-09,8.1,2913
216,832,M - Eine Stadt sucht einen Mörder,M,17.748,1931-05-11,8.1,2176
217,872585,Oppenheimer,Oppenheimer,138.628,2023-07-19,8.08,9409
218,21634,Prayers for Bobby,Prayers for Bobby,16.19,2009-01-24,8.1,578
219,548,羅生門,Rashomon,20.968,1950-08-26,8.1,2221
220,550776,Believe Me: The Abduction of Lisa McVey,Believe Me: The Abduction of Lisa McVey,28.347,2018-09-30,8.1,618
221,437068,택시운전사,A Taxi Driver,33.771,2017-08-02,8.1,981
222,831827,Far from the Tree,Far from the Tree,10.725,2021-11-24,8.1,369
223,7345,There Will Be Blood,There Will Be Blood,39.284,2007-12-26,8.1,6609
224,472454,Ayla,Ayla: The Daughter of War,15.376,2017-10-27,8.1,357
225,397567,신과함께-죄와 벌,Along with the Gods: The Two Worlds,36.031,2017-12-20,8.1,1044
226,532067,映画 この素晴らしい世界に祝福を！紅伝説,KONOSUBA – God's blessing on this wonderful world! Legend of Crimson,23.548,2019-08-30,8.1,547
227,62,2001: A Space Odyssey,2001: A Space Odyssey,61.716,1968-04-02,8.1,11535
228,4348,Pride & Prejudice,Pride & Prejudice,78.811,2005-09-16,8.1,8038
229,522518,A Dog's Journey,A Dog's Journey,38.307,2019-05-03,8.1,1500
230,359940,"Three Billboards Outside Ebbing, Missouri","Three Billboards Outside Ebbing, Missouri",28.675,2017-12-01,8.069,10087
231,334543,Lion,Lion,30.222,2016-11-24,8.1,6540
232,8392,となりのトトロ,My Neighbor Totoro,70.66,1988-04-16,8.069,7979
233,11645,乱,Ran,27.268,1985-06-01,8.1,1545
234,992,Sherlock Jr.,Sherlock Jr.,17.474,1924-04-17,8.1,991
235,1091,The Thing,The Thing,50.436,1982-06-25,8.1,7010
236,11423,살인의 추억,Memories of Murder,38.088,2003-05-02,8.1,3816
237,640344,Me contro Te: Il film - La vendetta del Signor S,Me Against You: Mr. S's Vendetta,7.294,2020-01-17,8.06,467
238,42229,Una giornata particolare,A Special Day,16.406,1977-08-11,8.06,659
239,381284,Hidden Figures,Hidden Figures,54.636,2016-12-10,8.057,9733
240,823754,Bo Burnham: Inside,Bo Burnham: Inside,10.211,2021-07-22,8.1,492
241,638507,How to Train Your Dragon: Homecoming,How to Train Your Dragon: Homecoming,49.898,2019-12-03,8.053,956
242,51482,DEATH NOTE リライト ～幻視する神～,Death Note Relight 1: Visions of a God,19.774,2007-08-31,8.05,303
243,821,Judgment at Nuremberg,Judgment at Nuremberg,23.459,1961-12-18,8.0,787
244,785534,Kağıttan Hayatlar,Paper Lives,12.826,2021-03-12,8.0,381
245,120467,The Grand Budapest Hotel,The Grand Budapest Hotel,45.848,2014-02-26,8.0,14812
246,26022,My Name Is Khan,My Name Is Khan,25.882,2010-02-10,8.045,1307
247,7347,Tropa de Elite,Elite Squad,35.212,2007-10-12,8.0,2407
248,800,Los olvidados,The Young and the Damned,15.731,1950-12-09,8.0,483
249,310569,Que Horas Ela Volta?,The Second Mother,13.056,2015-06-04,8.0,726
250,8422,Rocco e i suoi fratelli,Rocco and His Brothers,16.756,1960-10-07,8.0,586
251,838240,Robot Dreams,Robot Dreams,50.651,2023-12-06,8.0,568
252,147,Les Quatre Cents Coups,The 400 Blows,16.916,1959-06-03,8.0,2140
253,1955,The Elephant Man,The Elephant Man,39.452,1980-10-09,8.0,3477
254,538362,Sulla mia pelle,On My Skin,8.112,2018-09-12,8.0,1849
255,106646,The Wolf of Wall Street,The Wolf of Wall Street,101.49,2013-12-25,8.0,24005
256,400608,Bo Burnham: Make Happy,Bo Burnham: Make Happy,9.722,2016-06-03,8.0,381
257,279,Amadeus,Amadeus,30.978,1984-09-19,8.031,4237
258,582,Das Leben der Anderen,The Lives of Others,24.836,2006-03-23,8.0,3668
259,55960,"Totò, Peppino e la... malafemmina","Toto, Peppino, and the Hussy",7.192,1956-08-23,8.026,344
260,31439,活着,To Live,17.545,1994-05-18,8.026,312
261,204,Le Salaire de la peur,The Wages of Fear,19.137,1953-04-22,8.0,945
262,9277,The Sting,The Sting,24.098,1973-12-25,8.0,2598
263,400928,Gifted,Gifted,59.842,2017-04-07,8.024,5507
264,610461,"Veinteañera, divorciada y fantástica","Veinteañera, divorciada y fantástica",6.177,2020-02-14,8.0,387
265,1000492,Je verrai toujours vos visages,All Your Faces,15.006,2023-03-29,8.021,556
266,264644,Room,Room,24.77,2015-10-16,8.02,9147
267,962232,Depois do Universo,Beyond the Universe,12.845,2022-10-27,8.0,319
268,906126,La sociedad de la nieve,Society of the Snow,50.149,2023-12-15,8.0,2932
269,43949,Flipped,Flipped,66.804,2010-08-06,8.018,3022
270,521,Dial M for Murder,Dial M for Murder,20.195,1954-05-29,8.0,2589
271,938,Per qualche dollaro in più,For a Few Dollars More,32.123,1965-12-18,8.018,3965
272,678580,El mesero,El mesero,8.706,2021-07-15,8.011,350
273,641,Requiem for a Dream,Requiem for a Dream,23.954,2000-10-06,8.017,9964
274,515001,Jojo Rabbit,Jojo Rabbit,38.141,2019-10-18,8.016,9540
275,673,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Prisoner of Azkaban,144.3,2004-05-31,8.0,21601
276,14,American Beauty,American Beauty,38.794,1999-09-15,8.0,12044
277,347688,Scooby-Doo! and KISS: Rock and Roll Mystery,Scooby-Doo! and KISS: Rock and Roll Mystery,15.638,2015-07-09,8.0,317
278,740937,"Simone, le voyage du siècle",Simone: Woman of the Century,10.272,2022-10-12,8.0,326
279,307,Roma città aperta,"Rome, Open City",15.087,1945-10-08,8.009,880
280,524,Casino,Casino,33.187,1995-11-22,8.0,5813
281,526702,Black Beauty,Black Beauty,16.468,2020-11-27,8.0,337
282,359724,Ford v Ferrari,Ford v Ferrari,72.437,2019-11-13,8.007,7980
283,337404,Cruella,Cruella,82.068,2021-05-26,8.007,9329
284,28178,Hachi: A Dog's Tale,Hachi: A Dog's Tale,53.775,2009-06-08,8.0,6693
285,11658,태극기 휘날리며,Tae Guk Gi: The Brotherhood of War,28.346,2004-02-05,8.0,662
286,20453,3 Idiots,3 Idiots,42.386,2009-12-23,8.0,2378
287,947,Lawrence of Arabia,Lawrence of Arabia,46.731,1962-12-11,8.0,3012
288,15,Citizen Kane,Citizen Kane,31.547,1941-04-17,8.0,5520
289,930094,"Red, White & Royal Blue","Red, White & Royal Blue",61.162,2023-07-27,8.002,1286
290,449176,"Love, Simon","Love, Simon",23.487,2018-02-16,8.0,6024
291,110416,Song of the Sea,Song of the Sea,33.824,2014-06-23,8.0,1421
292,3175,Barry Lyndon,Barry Lyndon,29.488,1975-12-18,8.0,2815
293,780,La Passion de Jeanne d'Arc,The Passion of Joan of Arc,16.767,1928-04-21,8.0,935
294,339877,Loving Vincent,Loving Vincent,17.314,2017-06-22,7.999,2451
295,205596,The Imitation Game,The Imitation Game,72.775,2014-11-14,7.998,17013
296,25376,El secreto de sus ojos,The Secret in Their Eyes,32.27,2009-08-13,7.999,2536
297,678512,Sound of Freedom,Sound of Freedom,72.006,2023-07-03,8.0,2416
298,568160,天気の子,Weathering with You,41.45,2019-06-19,7.996,2293
299,12761,Höstsonaten,Autumn Sonata,12.244,1978-10-08,8.0,600
300,11778,The Deer Hunter,The Deer Hunter,46.761,1978-12-08,8.0,3808
301,140420,Paperman,Paperman,13.944,2012-11-02,7.994,1712
302,19426,Le notti di Cabiria,Nights of Cabiria,14.168,1957-10-03,8.0,762
303,595,To Kill a Mockingbird,To Kill a Mockingbird,28.849,1962-12-20,8.0,2603
304,13223,Gran Torino,Gran Torino,28.28,2008-12-12,7.992,10681
305,530915,1917,1917,36.664,2019-12-25,8.0,12400
306,414419,Kill Bill: The Whole Bloody Affair,Kill Bill: The Whole Bloody Affair,19.506,2011-03-27,8.0,1010
307,28422,愛のむきだし,Love Exposure,17.541,2009-01-31,8.0,443
308,962,The Gold Rush,The Gold Rush,15.263,1925-07-13,7.991,1600
309,7508,तारे ज़मीन पर,Like Stars on Earth,24.467,2007-12-21,8.0,1161
310,455661,In a Heartbeat,In a Heartbeat,6.153,2017-06-01,7.988,995
311,2517,誰も知らない,Nobody Knows,23.264,2004-08-07,8.0,523
312,20530,晩春,Late Spring,15.994,1949-09-13,8.0,417
313,11104,重慶森林,Chungking Express,42.75,1994-07-14,8.0,1808
314,424694,Bohemian Rhapsody,Bohemian Rhapsody,48.133,2018-10-24,8.0,16861
315,213,North by Northwest,North by Northwest,28.533,1959-07-08,8.0,4093
316,429210,Bingo: O Rei das Manhãs,Bingo: The King of the Mornings,8.542,2017-08-24,8.0,386
317,18438,김씨 표류기,Castaway on the Moon,21.387,2009-05-14,8.0,662
318,895,Андрей Рублёв,Andrei Rublev,19.806,1966-12-16,7.983,824
319,626332,Flamin' Hot,Flamin' Hot,44.622,2023-03-11,7.982,670
320,14696,雨月物語,Ugetsu,17.234,1953-03-26,8.0,569
321,640,Catch Me If You Can,Catch Me If You Can,69.945,2002-12-16,8.0,15657
322,10515,天空の城ラピュタ,Castle in the Sky,50.271,1986-08-02,8.0,4191
323,1050035,怪物,Monster,58.181,2023-06-02,7.974,559
324,862,Toy Story,Toy Story,116.732,1995-10-30,8.0,18416
325,24,Kill Bill: Vol. 1,Kill Bill: Vol. 1,57.111,2003-10-10,7.971,17423
326,76,Before Sunrise,Before Sunrise,40.457,1995-01-27,8.0,4136
327,1396,Зеркало,Mirror,18.032,1975-03-07,8.0,948
328,488623,기억의 밤,Forgotten,26.749,2017-11-29,7.967,1102
329,627,Trainspotting,Trainspotting,31.874,1996-02-23,7.964,9636
